date,rating,comment,Category,Sub-Level
"May 12, 2024",Rated 1 stars out of five stars,"I am extremely disappointed from this app, because this app not support my native language Pashto Afghanistan🇦🇫 while tapping the microphone and don't have features for text reading and there is no much words data exist for Pashto language like Persian so disappointed, but I hope to give same rights for all languages in the future kindly, Thank you....",Feature Requests,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,Only three stars from me because offline translation doesn't work even though language packages were downloaded. UPD: app reinstall as well as languages reinstall helped to solve the issue.,Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,The tool to select the words which we want to translate is gone from this update this very bad thing because we can't choose the sentence or words which we want to select this thing you should check and this is the problem facing from every user of 2023-2024 please change this update,Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"1. how to restore history from device and import it to google account? 2. how to change translation target language on ""translate highlight/selected text"" feature? i don't want to translate selected english word to english again",Feature Requests,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"The problem I am facing is the translated bengali sentence are not organised properly , the words are correct but not at there right position of the sentence . That's why it's too difficult to understand a sentence properly . My opinion is please take a help from an experienced Bengali language expart and he/she might help you guys to fixed these types of problems in Bengali language you have on your app .",Usability,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"This app is functioning in a good way. However, it has some minor problems that need justification. Please improve the offline (English to Arabic) translation. I will update my review frequently.",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"It's very bad, especially for Japanese. The offline translation feature can't even translate simple words, it's just complete gibberish. This app used to be good. Why did you destroy it?",Feature Requests,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,You can do a whole lot better by adding it to cars trucks jeeps sofas refrigerators microwaves toasters by adding to it doors in houses attics in houses basements in houses there is so much Google translate you can do you just don't want to try that's not good you had something good going and you ruined it 🥹,Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,When I type a text gt can't translate the text and my device is connected with wifi .then I am again reinstall the app I am facing the same problem GT please gave me particular solution for my problem and I am frustrated from this problem help me 💔,Uncategorized,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,The camera is very poor it has many bugs and always takes photos which are unwanted and shows a loding screen for long time,Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,Waste earlier version was far more better.this one is just waste . earlier feature design everything was perfect and worked very fine.this one is useless,Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,The app doesn't switch between the language of the keyboard since the latest Android update. Gets stuck and you have to close the app and open it again. So the switch button is useless most of the time. I don't know what that reply is supposed to fix since it has NOTHING to do with the described problem,Usability,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,"I like this app of yours very much because every time I have a problem in understanding another language, every time this app helps me to understand that language in just a few seconds. Thanks 🙏🏼 👍🏼",Usability,Features & UI
