Date,Rating,Review
2024/3/22,Rated 1 stars out of five stars,"After the most recent update, app won't open. The loading screen flashes for a second then automatically quits and won't shop up as running app either! What the hell??"
2024/3/22,Rated 1 stars out of five stars,Black theme is not showing in my new device my friend device vivo is showing black theme but my device is not showing your black theme feature And notification is not showing on home screen such as banners etc Shame on you TikTok owner ððð Notification is not showing on home screen
2024/3/22,Rated 1 stars out of five stars,"I used to love tiktok but not now.. Where did the other features go? The favorite button? Gone? Tiktok is getting worse than before, many videos were getting muted because of that 'copyright' issue, The other features were disappearing!! Time goes on, tiktok is becoming more worse, And I'm quite sad about it.. We can wait for tiktok to fix all of the problems because it will take some time, So please, please fix the problems, fix everything... We all would be glad if Tiktok comes back to normal."
2024/3/22,Rated 2 stars out of five stars,"I have a fanpage, and sometimes when I post a slideshow or videos, it gets taken down for no reason at all. Pictures that I've seen other people post without a problem always result in a warning for me."
2024/3/22,Rated 2 stars out of five stars,"I updated my tiktok and so far my screen keeps freezing up every 5 seconds and its slow, glitchy"
2024/3/22,Rated 1 stars out of five stars,Optional I believe you should stop charging people for something that was supposed to be Free in the first place right you pay for likes and views it's the same people some things all over all day it's the same $$## theirs more people pushing pictures fans only pages or contact me bull than anything ads are adds that's how you make money for the sit but really there's nothing real! not at least from 2023! Half the account are stagnant or ran across lets just say a few where they where frauds.
2024/3/22,Rated 1 stars out of five stars,"Im giving this a 1 star, because every good update isn't visible to everybody, especially the ""offline videos feature"" Some people got it, but some was not, and I was one of them too. I'll give this a 5 star if you put every useful update into global, I had a 4 hour long drive, and I can't even watch tiktok online cause I don't have any data, hoping for your consideration, I wish you could add the update on this device - Redmi 10C <333"
2024/3/22,Rated 3 stars out of five stars,"There is no repost button for me no matter what I do, I have no idea how to fix it, so I'm giving it a 3 star for now until this issue is fixed."
2024/3/22,Rated 4 stars out of five stars,"The new update where u can @ someone in ur bio isn't working fo me and many others and im very disappointed, I was very happy to hear I could do that but then found out the button isn't there for me. Fix this immediately"
2024/3/22,Rated 1 stars out of five stars,Fix this app! Needs almost 1minute to open it. Everything is lagging. One time my storie feature is gone and the other time my repost feature. And that over and over again. My comments don't get shown or people I tag. It's just annoying. I love/d this app but rn nah.
2024/3/22,Rated 1 stars out of five stars,The amount of updates this app gets you'd think they'd give the android users the dark mode feature. This app has been a round since what? 2016? Do better please.
2024/3/22,Rated 4 stars out of five stars,Promote tool is completely broken. Refuses to take my PayPal and when i try direct card i cant so much as find Kansas City in your drop down menus for the billing adress. Useless asf
